,bad_trigram,V2,,sentiment,genre,actors
2018,this film its,8,,,,
2019,seriously as a,8,,,,
2020,wrong with this,8,,,,
2021,was hilarious i,8,,,,
2022,has been done,8,,,,
2023,horror movies go,8,,,,
2024,will make your,8,,,,
2025,a wonder why,8,,,,
2026,and the setting,8,,,,
2027,that is what,8,,,,
2028,the trailers the,8,,,,
2029,really dont understand,8,valid,negative,,
2030,not amusing a,8,valid,negative,,
2031,to watch this,8,,,,
2032,american sniper costar,8,,,,
2033,movie is straight,8,,,,
2034,wanted to go,8,,,,
2035,that has a,8,,,,
2036,for horror movies,8,,,,
2037,werd uitgebracht op,8,,,,
2038,nothing to further,8,,,,
2039,for when they,8,,,,
2040,stupid white woman,8,,,,
2041,movie was pretty,8,,,,
2042,not even funny,8,valid,negative,,
2043,at least they,8,valid,between,,
2044,shown in the,8,,,,
2045,enough of a,8,,,,
2046,from atlanta to,8,,,,
2047,movie but not,8,,,,
2048,everyone in the,8,,,,
2049,understand the critics,8,,,,
2050,we have a,8,,,,
2051,for ferrell and,8,,,,
2052,a film but,8,,,,
2053,the point of,8,,,,
2054,if your a,8,,,,
2055,ignore the haters,8,,,,
2056,movie was as,8,,,,
2057,this movie im,8,,,,
2058,point of view,8,,,,
2059,when they dont,8,,,,
2060,good in it,8,,,,
2061,as well have,8,,,,
2062,natalie dormer so,8,,,,
2063,not funny enough,8,valid,negative,,
2064,that scary i,8,,,,
2065,as if they,8,,,,
2066,pretty generic and,8,valid,negative,,
2067,plot in the,8,,,,
2068,movie i am,8,,,,
2069,moments and i,8,,,,
2070,was trying to,8,,,,
2071,times when i,8,,,,
2072,what they were,8,,,,
2073,put a little,8,,,,
2074,movie is predictable,8,valid,negative,,
2075,much raunchy humor,8,,,,
2076,its a bit,8,,,,
2077,i cannot wait,8,,,,
2078,much so that,8,,,,
2079,it  when ,8,,,,
2080,this type of,8,,,,
2081,in daytona beach,8,,,,
2082,way too many,8,,,,
2083,you were watching,8,,,,
2084,drug dealer who,8,,,,
2085,from a movie,8,,,,
2086,save for some,8,,,,
2087,not be as,8,,,,
2088,though it was,8,,,,
2089,for kids  ,8,,,,
2090,character development and,8,,,,
2091,so much promise,8,,,,
2092,that the plot,8,,,,
2093,reviews this movie,8,,,,
2094,to new york,8,,,,
2095,a zac efron,8,,,,
2096,live in the,8,,,,
2097,what to do,8,,,,
2098,but not this,8,,,,
2099,the forest become,8,,,,
2100,film and yes,8,,,,
2101,to deliver an,8,,,,
2102,comedy it is,8,,,,
2103,and for that,8,,,,
2104,once or twice,8,,,,
2105,would give it,8,,,,
2106,but then a,8,,,,
2107,and into the,8,,,,
2108,film and the,8,,,,
2109,even if it,8,,,,
2110,it is still,8,,,,
2111,be funny i,8,,,,
2112,to miami to,8,,,,
2113,might be a,8,,,,
2114,im sure so,8,,,,
2115,movie is well,8,,,,
2116,set in a,8,,,,
2117,was lame the,8,,,,
2118,all that funny,8,,,,
2119,in a sense,8,,,,
2120,film revolves around,8,,,,
2121,the best thing,8,valid,positive,,
2122,the forest for,8,,,,
2123,the food the,8,,,,
2124,great and the,8,,,,
2125,so much of,8,,,,
2126,it for yourself,8,,,,
2127,of this story,8,,,,
2128,to the top,8,,,,
2129,to a lot,8,,,,
2130,in the horror,8,,,,
2131,but i didnt,8,,,,
2132,andre the giant,8,,,,
2133,the horror thriller,8,,,,
2134,i mean the,8,,,,
2135,for will ferrell,8,,,,
2136,the characters the,8,,,,
2137,be  ride alon,8,,,,
2138,have a few,8,,,,
2139,were not so,8,,,,
2140,one who likes,8,,,,
2141,and last but,8,,,,
2142,he has the,8,,,,
2143,his body of,8,,,,
2144,the danish girl,8,,,,
2145,that theres a,8,,,,
2146,and for a,8,,,,
2147,house the film,8,,,,
2148,a redemption story,8,,,,
2149,niro who is,8,,,,
2150,and obvious and,8,,,,
2151,and ben ketai,8,,,,
2152,their lives a,8,,,,
2153,this film in,8,,,,
2154,really funny i,8,,,,
2155,but this film,8,,,,
2156,film thanks to,8,,,,
2157,a star rating,8,,,,
2158,if he could,8,,,,
2159,to make me,8,,,,
2160,that hes just,8,,,,
2161,is more to,8,,,,
2162,have had a,8,,,,
2163,all the hatred,8,,,,
2164,of this genre,8,,,,
2165,her that the,8,,,,
2166,takes place a,8,,,,
2167,jess is a,8,,,,
2168,was pleasantly surprised,8,valid,between,,
2169,developer named mr,8,,,,
2170,for such a,8,,,,
2171,all of it,8,,,,
2172,so sad that,8,,,,
2173,a minute or,8,,,,
2174,he can get,8,,,,
2175,too much in,8,,,,
2176,the way of,8,,,,
2177,the film would,8,,,,
2178,not in a,8,,,,
2179,bradley cooper has,8,,,,
2180,by the numbers,8,,,,
2181,for my taste,8,,,,
2182,the two main,8,,,,
2183,it took a,8,,,,
2184,problem with the,8,valid,negative,,
2185,kinds of movies,8,,,,
2186,it was made,8,,,,
2187,his character was,8,,,,
2188,you laugh its,8,,,,
2189,a bunch of,8,,,,
2190,said it was,8,,,,
2191,the top of,8,,,,
2192,laughs but not,8,,,,
2193,first ride along,8,,,,
2194,film that wants,8,,,,
2195,kevin hart in,8,,,,
2196,for too long,8,,,,
2197,up throughout the,8,,,,
2198,sean anders horrible,8,,,,
2199,the doll as,8,,,,
2200,did have a,8,,,,
2201,you care about,8,,,,
2202,is not only,8,valid,negative,,
2203,rated r comedy,8,,,,
2204,mark wahlbergs character,8,,,,
2205,i can only,8,,,,
2206,spite of the,8,,,,
2207,couldnt stop laughing,8,valid,positive,,
2208,or something really,8,,,,
2209,going for a,8,,,,
2210,if this isnt,8,,,,
2211,a creepy atmosphere,8,valid,negative,,
2212,with a predictable,8,valid,negative,,
2213,his role as,8,,,,
2214,whether or not,8,valid,between,,
2215,because theres no,8,,,,
2216,ive seen a,8,,,,
2217,living in a,8,,,,
2218,been done many,8,,,,
2219,presented as a,8,,,,
2220,and olivia munn,8,,,,
2221,bell who also,8,,,,
2222,dad and dad,8,,,,
2223,what is otherwise,8,,,,
2224,film could have,8,,,,
2225,say about this,8,,,,
2226,will and mark,8,,,,
2227,by linda cardellini,8,,,,
2228,make me jump,8,,,,
2229,end was not,8,,,,
2230,a great cast,8,,,,
2231,figure out what,8,,,,
2232,man and i,8,,,,
2233,of thrones star,8,,,,
2234,with all the,8,,,,
2235,does nothing to,8,valid,negative,,
2236,portion of the,8,,,,
2237,that all the,8,,,,
2238,why this was,8,,,,
2239,could not save,8,valid,negative,,
2240,out with a,8,,,,
2241,out what was,8,,,,
2242,and he has,8,,,,
2243,up with an,8,,,,
2244,up because the,8,,,,
2245,one that is,8,,,,
2246,he sure is,8,,,,
2247,like kevin hart,8,,,,
2248,full of jump,8,,,,
2249,tussen will ferrell,8,,,,
2250,there is still,8,,,,
2251,and natalie dormer,8,,,,
2252,the performances are,8,,,,
2253,with him a,8,,,,
2254,in it but,8,,,,
2255,sense of humor,8,,,,
2256,let down by,8,valid,negative,,
2257,plot in this,8,,,,
2258,in the entire,8,,,,
2259,it was awful,8,valid,negative,,
2260,at the camera,8,,,,
2261,in every scene,8,,,,
2262,seen it before,8,,,,
2263,better movie than,8,valid,between,,
2264,de niro in,8,,,,
2265,has a few,8,,,,
2266,away from the,8,,,,
2267,a direct to,8,,,,
2268,you already know,8,,,,
2269,see coming and,8,,,,
2270,theres plenty of,8,,,,
2271,out the n,8,,,,
2272,to say the,8,,,,
2273,try and find,8,,,,
2274,just not as,8,valid,between,,
2275,and to the,8,,,,
2276,i was entertained,8,valid,positive,,
2277,doesnt make the,8,,,,
2278,on screen chemistry,8,,,,
2279,the cutting room,8,,,,
2280,guy he just,8,,,,
2281,he seems to,8,,,,
2282,horror films you,8,,,,
2283,with some of,8,,,,
2284,not only does,8,valid,between,,
2285,but more of,8,,,,
2286,of trying to,8,,,,
2287,a very good,8,valid,positive,,
2288,makes it so,8,,,,
2289,a piece of,8,,,,
2290,hard to be,8,,,,
2291,something for everyone,8,,,,
2292,the only bright,8,valid,between,,
2293,you go to,8,,,,
2294,homes in the,8,,,,
2295,you wanna see,8,,,,
2296,only one in,8,,,,
2297,constantly checking my,8,,,,
2298,for the main,8,,,,
2299,even though bradley,8,,,,
2300,michi yukiyoshi ozawa,8,,,,
2301,of the script,8,,,,
2302,made me feel,8,,,,
2303,more than it,8,,,,
2304,much as it,8,,,,
2305,drug dealer in,8,,,,
2306,talk about some,8,,,,
2307,all and the,8,,,,
2308,and after the,8,,,,
2309,it but if,8,,,,
2310,of it not,8,,,,
2311,to the chemistry,8,,,,
2312,to play with,8,,,,
2313,here but the,8,,,,
2314,walking around a,8,,,,
2315,movie the jokes,8,,,,
2316,dirty grandpa in,8,,,,
2317,it was so,8,,,,
2318,and part of,8,,,,
2319,however if you,8,valid,between,,
2320,when you watch,8,,,,
2321,walked out  ,8,,,,
2322,theater showing this,8,,,,
2323,sense if the,8,,,,
2324,along  gets ,8,,,,
2325,every single person,8,,,,
2326,that a film,8,,,,
2327,do not take,8,,,,
2328,highly recommend this,8,,,,
2329,way to describe,8,,,,
2330,i wasnt expecting,8,valid,negative,,
2331,of the funny,8,,,,
2332,good job at,8,,,,
2333,relies heavily on,8,,,,
2334,about a chef,8,,,,
2335,up to be,8,,,,
2336,it was all,8,,,,
2337,point in the,8,,,,
2338,the first horror,8,,,,
2339,are few and,8,,,,
2340,the last one,8,,,,
2341,makes no sense,8,valid,negative,,
2342,not as much,8,,,,
2343,for the family,8,,,,
2344,of watching a,8,,,,
2345,sure if this,8,,,,
2346,end that i,8,,,,
2347,is back because,8,,,,
2348,supporting cast is,8,,,,
2349,in a forest,8,,,,
2350,can be at,8,,,,
2351,have never seen,8,,,,
2352,dormer and kinney,8,,,,
2353,horror films have,8,,,,
2354,that she is,8,,,,
2355,fast and the,8,,,,
2356,whats going on,8,,,,
2357,king lear  i,8,,,,
2358,done to death,8,,,,
2359,a trip to,8,,,,
2360,look into the,8,,,,
2361,a movie so,8,,,,
2362,mediocre horror film,8,valid,negative,,
2363,need of a,8,,,,
2364,make it more,8,,,,
2365,way too much,8,,,,
2366,the ending it,8,,,,
2367,in his personal,8,,,,
2368,not long after,8,,,,
2369,of my friends,8,,,,
2370,wasnt the worst,8,valid,between,,
2371,with the help,8,,,,
2372,this sequel to,8,,,,
2373,work with the,8,,,,
2374,a chef and,8,,,,
2375,character is an,8,,,,
2376,a collection of,8,,,,
2377,the execution is,8,,,,
2378,the king of,8,,,,
2379,you go in,8,,,,
2380,wasnt all that,8,valid,between,,
2381,in real life,8,,,,
2382,benjamin bratt as,8,,,,
2383,good but not,8,valid,between,,
2384,to be seen,8,,,,
2385,doesnt make sense,8,valid,negative,,
2386,a genuinely funny,8,valid,positive,,
2387,and as a,8,,,,
2388,not save this,8,,,,
2389,see a movie,8,,,,
2390,that may be,8,,,,
2391,a few minutes,8,,,,
2392,yes there were,8,,,,
2393,of  but ,8,,,,
2394,the subject matter,8,,,,
2395,is the king,8,,,,
2396,enjoyed it i,8,,,,
2397,is one bradley,8,,,,
2398,to give you,8,,,,
2399,come out in,8,,,,
2400,of a drama,8,,,,
2401,to get to,8,,,,
2402,greene ken jeong,8,,,,
2403,it im a,8,,,,
2404,as satisfying as,8,valid,positive,,
2405,michelin star a,8,,,,
2406,hour and  minute,8,,,,
2407,meets an australian,8,,,,
2408,waste in this,8,,,,
2409,the premise of,8,,,,
2410,and at the,8,,,,
2411,this sort of,8,,,,
2412,have the same,8,,,,
2413,the star of,8,,,,
2414,type of movie,8,,,,
2415,for that matter,8,,,,
2416,have taken the,8,,,,
2417,think you should,8,,,,
2418,the path and,8,,,,
2419,nothing to the,8,,,,
2420,in other words,8,,,,
2421,at a time,8,,,,
2422,the most ridiculous,8,valid,negative,,
2423,food porn but,8,,,,
2424,tim story who,8,,,,
2425,he is one,8,,,,
2426,it may only,8,,,,
2427,has always been,8,,,,
2428,for bradley cooper,8,,,,
2429,to be anything,8,,,,
2430,the story the,8,,,,
2431,the food looked,8,,,,
2432,but thats not,8,,,,
2433,the pacing is,8,,,,
2434,a theatrical release,8,,,,
2435,all the time,8,,,,
2436,the price of,8,,,,
2437,known as the,8,,,,
2438,this despite the,8,,,,
2439,the first five,8,,,,
2440,i wish had,8,,,,
2441,with the characters,8,,,,
2442,i struggled to,8,,,,
2443,made the first,8,,,,
2444,i think that,8,,,,
2445,not a rated,8,,,,
2446,in the most,8,,,,
2447,the actors were,8,,,,
2448,setting and the,8,,,,
2449,in the plot,8,,,,
2450,or at least,8,,,,
2451,mr greene an,8,,,,
2452,well as a,8,,,,
2453,to make some,8,,,,
2454,would be funny,8,,,,
2455,in the process,8,,,,
2456,nanny for a,8,,,,
2457,a police detective,8,,,,
2458,its a good,8,,,,
2459,i dont really,8,,,,
2460,it doesnt take,8,,,,
2461,wish had been,8,,,,
2462,could be very,8,,,,
2463,pretty bad movie,8,valid,negative,,
2464,if the script,8,,,,
2465,at the cinema,8,,,,
2466,young montana woman,8,,,,
2467,the correct c,8,,,,
2468,as the audience,8,,,,
2469,ride along  get,8,,,,
2470,and sexual innuendo,8,,,,
2471,a good role,8,,,,
2472,will not remember,8,,,,
2473,but all in,8,,,,
2474,is something a,8,,,,
2475,the cheap jump,8,,,,
2476,it takes place,8,,,,
2477,i watched the,8,,,,
2478,are plenty of,8,,,,
2479,the shining or,8,,,,
2480,you have time,8,,,,
2481,the story in,8,,,,
2482,the plot twist,8,,,,
2483,my opinion  ,8,,,,
2484,the history of,8,,,,
2485,did de niro,8,,,,
2486,mark and will,8,,,,
2487,of the things,8,,,,
2488,lot of people,8,,,,
2489,is definitely not,8,valid,negative,,
2490,laughs than scares,8,,,,
2491,the talents of,8,,,,
2492,is supposed to,8,,,,
2493,be anything more,8,,,,
2494,on that level,8,,,,
2495,that just dont,8,,,,
2496,a good end,8,,,,
2497,movie because it,8,,,,
2498,this movie that,8,,,,
2499,ever see a,8,,,,
2500,want to entertain,8,,,,
2501,of food in,8,,,,
2502,by rob schneider,8,,,,
2503,theater was laughing,8,,,,
2504,into too much,8,,,,
2505,on even though,8,,,,
2506,had some good,8,valid,between,,
2507,he does he,8,,,,
2508,would never be,8,,,,
2509,en geschreven door,8,,,,
2510,to do in,8,,,,
2511,movie  best movi,8,,,,
2512,suited to a,8,,,,
2513,cooking is a,8,,,,
2514,but not in,8,,,,
2515,me think of,8,,,,
2516,to ride along,8,,,,
2517,am not sure,8,,,,
2518,oscar worthy but,8,valid,between,,
2519,it has no,8,,,,
2520,to see how,8,,,,
2521,right amount of,8,,,,
2522,horror movie to,8,,,,
2523,this movie wasnt,8,valid,negative,,
2524,took their lives,8,,,,
2525,watch this its,8,,,,
2526,a real location,8,,,,
2527,good to say,8,,,,
2528,picture they form,8,,,,
2529,sounds like a,8,,,,
2530,of the two,8,,,,
2531,up the whole,8,,,,
2532,home sequel  ,8,,,,
2533,to see her,8,,,,
2534,seen star wars,8,,,,
2535,see dirty grandpa,8,,,,
2536,would be to,8,,,,
2537,of this vehicle,8,,,,
2538,a road trip,8,,,,
2539,is only one,8,,,,
2540,dont take them,8,,,,
2541,i didnt want,8,,,,
2542,story is quite,8,,,,
2543,want to eat,8,,,,
2544,more to it,8,,,,
2545,say the least,8,valid,negative,,
2546,see de niro,8,,,,
2547,to be able,8,,,,
2548,but none of,8,,,,
2549,as this is,8,,,,
2550,cooper did a,8,,,,
2551,work on any,8,,,,
2552,anything more than,8,,,,
2553,laughs that i,8,,,,
2554,to make the,8,,,,
2555,it its a,8,,,,
2556,and stretched out,8,,,,
2557,way to the,8,,,,
2558,me a lot,8,,,,
2559,me is that,8,,,,
2560,relate to the,8,,,,
2561,i was bored,8,valid,negative,,
2562,a documentary would,8,,,,
2563,along on the,8,,,,
2564,and its not,8,,,,
2565,story is as,8,,,,
2566,at one point,8,,,,
2567,car chase in,8,,,,
2568,efron and de,8,,,,
2569,surrounding the suicide,8,,,,
2570,more than that,8,,,,
2571,is spot on,8,,,,
2572,a good actress,8,,,,
2573,but it doesnt,8,valid,negative,,
2574,and the hundred,8,,,,
2575,ken jeong who,8,,,,
2576,story is so,8,,,,
2577,to an old,8,,,,
2578,as a nice,8,,,,
2579,the movie make,8,,,,
2580,jones bradley cooper,8,,,,
2581,leave it at,8,,,,
2582,a nanny for,8,,,,
2583,to be had,8,,,,
2584,i couldnt stop,8,,,,
2585,as soon as,8,,,,
2586,mark wahlberg are,8,,,,
2587,with the world,8,,,,
2588,her to be,8,,,,
2589,that norm is,8,,,,
2590,make you feel,8,,,,
2591,as well if,8,,,,
2592,mental illness a,8,,,,
2593,the first go,8,,,,
2594,ferrell en wahlberg,8,,,,
2595,could have made,8,,,,
2596,the audience is,8,,,,
2597,the real life,8,,,,
2598,bad as the,8,valid,negative,,
2599,be the first,8,,,,
2600,stay in the,8,,,,
2601,the woods to,8,,,,
2602,tv shows and,8,,,,
2603,of your seat,8,,,,
2604,get back to,8,,,,
2605,very well of,8,,,,
2606,i would recommend,8,,,,
2607,reminiscent of a,8,,,,
2608,movie burnt i,8,,,,
2609,i was expecting,8,valid,negative,,
2610,amount to a,8,,,,
2611,heelshire jim norton,8,,,,
2612,not even that,8,,,,
2613,who seems to,8,,,,
2614,majority of the,8,,,,
2615,mark wahlberg comedy,8,,,,
2616,film werd uitgebracht,8,,,,
2617,gone missing in,8,valid,negative,,
2618,story line and,8,,,,
2619,is otherwise a,8,,,,
2620,fan of will,8,,,,
2621,its as if,8,,,,
2622,finally the effects,8,,,,
2623,who is looking,8,,,,
2624,or at the,8,,,,
2625,even in a,8,,,,
2626,scary as i,8,,,,
2627,wont be a,8,,,,
2628,for being a,8,,,,
2629,sienna miller are,8,,,,
2630,its worth a,8,valid,between,,
2631,the same movie,8,,,,
2632,it was hilarious,8,valid,positive,,
2633,i bought into,8,,,,
2634,it leaves the,8,,,,
2635,have not seen,8,,,,
2636,the hatred i,8,,,,
2637,except for the,8,,,,
2638,in front of,8,,,,
2639,a reason to,8,,,,
2640,and turns it,8,,,,
2641,but even that,8,,,,
2642,a  i though,8,,,,
2643,just gets old,8,,,,
2644,on how the,8,,,,
2645,horror movies this,8,,,,
2646,father to the,8,,,,
2647,your going to,8,,,,
2648,style of a,8,,,,
2649,me of a,8,,,,
2650,had to leave,8,valid,negative,,
2651,laughing at the,8,,,,
2652,have to report,8,,,,
2653,way out of,8,,,,
2654,until the ending,8,,,,
2655,with no redeeming,8,valid,negative,,
2656,for the story,8,,,,
2657,end the big,8,,,,
2658,the forest that,8,,,,
2659,to be desired,8,valid,negative,,
2660,to that we,8,,,,
2661,the family and,8,,,,
2662,movie than the,8,,,,
2663,the end credits,8,,,,
2664,side of the,8,,,,
2665,is a bit,8,,,,
2666,is definitely a,8,,,,
2667,look at a,8,,,,
2668,to a few,8,,,,
2669,thats what it,8,,,,
2670,mark wahlberg the,8,,,,
2671,too much of,8,,,,
2672,parts in the,8,,,,
2673,in all of,8,,,,
2674,time but i,8,,,,
2675,the humour is,8,,,,
2676,i also enjoyed,8,valid,positive,,
2677,you enjoyed the,8,,,,
2678,expect it to,8,valid,between,,
2679,and this is,8,,,,
2680,he sees that,8,,,,
2681,think it was,8,,,,
2682,fun to be,8,,,,
2683,is anything but,8,valid,negative,,
2684,will ferrell plays,8,,,,
2685,what happens when,8,,,,
2686,another in a,8,,,,
2687,if its not,8,,,,
2688,the background of,8,,,,
2689,lot that could,8,,,,
2690,him to see,8,,,,
2691,his grandfather a,8,,,,
2692,seem like a,8,,,,
2693,admired the attempt,8,,,,
2694,days its hard,8,,,,
2695,a feel good,8,valid,positive,,
2696,and i didnt,8,,,,
2697,is very similar,8,,,,
2698,worth a watch,8,valid,between,,
2699,and very little,8,,,,
2700,one great thing,8,,,,
2701,wonder why the,8,,,,
2702,daddys home the,8,,,,
2703,this movie could,8,,,,
2704,the best actors,8,,,,
2705,around the forest,8,,,,
2706,not sure what,8,,,,
2707,see daddys home,8,,,,
2708,good job as,8,,,,
2709,in the comedy,8,,,,
2710,not like this,8,,,,
2711,better than that,8,,,,
2712,not for kids,8,,,,
2713,edge of your,8,,,,
2714,to travel to,8,,,,
2715,is looking to,8,,,,
2716,on the screen,8,,,,
2717,of bad boy,8,,,,
2718,to offer a,8,,,,
2719,searching for her,8,,,,
2720,the year its,8,,,,
2721,a sucker for,8,,,,
2722,need to be,8,,,,
2723,dirty grandpa that,8,,,,
2724,for a laugh,8,,,,
2725,in new york,8,,,,
2726,good job of,8,,,,
2727,well if you,8,,,,
2728,the movies i,8,,,,
2729,of the third,8,,,,
2730,the next the,8,,,,
2731,lead role but,8,,,,
2732,direct to video,8,,,,
2733,logistics of the,8,,,,
2734,with a little,8,,,,
2735,at and a,8,,,,
2736,and why the,8,,,,
2737,this film had,8,,,,
2738,of the camera,8,,,,
2739,is well if,8,,,,
2740,they needed to,8,,,,
2741,back of the,8,,,,
2742,the north was,8,,,,
2743,the whole thing,8,,,,
2744,in all a,8,,,,
2745,have the ability,8,,,,
2746,could have taken,8,,,,
2747,be funny to,8,,,,
2748,is determined to,8,,,,
2749,people who like,8,,,,
2750,all the talent,8,,,,
2751,best part of,8,valid,positive,,
2752,to the performance,8,,,,
2753,i cant give,8,,,,
2754,a radio executive,8,,,,
2755,it just because,8,,,,
2756,with an intriguing,8,valid,positive,,
2757,this isnt an,8,,,,
2758,actors who have,8,,,,
2759,with de niro,8,,,,
2760,cooper is playing,8,,,,
2761,as a result,8,,,,
2762,an oscar winner,8,,,,
2763,a history of,8,,,,
2764,sarah linda cardellini,8,,,,
2765,it shows the,8,,,,
2766,who used to,8,,,,
2767,that if your,8,,,,
2768,what i saw,8,,,,
2769,and i love,8,,,,
2770,and since i,8,,,,
2771,be and it,8,,,,
2772,i expected a,8,valid,negative,,
2773,because the trailer,8,,,,
2774,cast is pretty,8,,,,
2775,and more of,8,,,,
2776,in parts but,8,,,,
2777,is an actual,8,,,,
2778,be ashamed of,8,valid,negative,,
2779,is a perfect,8,valid,positive,,
2780,a bit more,8,,,,
2781,has a lot,8,,,,
2782,back because he,8,,,,
2783,little dull i,8,,,,
2784,three year old,8,,,,
2785,about the movie,8,,,,
2786,in the upper,8,,,,
2787,the actors could,8,,,,
2788,many times before,8,,,,
2789,however the movie,8,,,,
2790,who want to,8,,,,
2791,has the ability,8,,,,
2792,begins with a,8,,,,
2793,will ferrell y,8,,,,
2794,his own as,8,,,,
2795,others as well,8,,,,
2796,on as well,8,,,,
2797,being able to,8,,,,
2798,see it  th,8,,,,
2799,you dont care,8,,,,
2800,not laugh once,8,,,,
2801,may only be,8,,,,
2802,a result of,8,,,,
2803,while trying to,8,,,,
2804,as a michelin,8,,,,
2805,is also pretty,8,,,,
2806,of horror film,8,,,,
2807,the creepy doll,8,,,,
2808,terrible but i,8,,,,
2809,make sense and,8,,,,
2810,it is going,8,,,,
2811,more than an,8,,,,
2812,a rent at,8,,,,
2813,buddy cop sequel,8,,,,
2814,that it wasnt,8,,,,
2815,and your friend,8,,,,
2816,a little dull,8,,,,
2817,the other i,8,,,,
2818,ride along i,8,,,,
2819,i did like,8,,,,
2820,scene of the,8,,,,
2821,come courtesy of,8,,,,
2822,shows and movies,8,,,,
2823,against each other,8,,,,
2824,on a few,8,,,,
2825,there was little,8,,,,
2826,actually want to,8,,,,
2827,forest is not,8,,,,
2828,in the genre,8,,,,
2829,this movie because,8,,,,
2830,the likes of,8,,,,
2831,to see his,8,,,,
2832,to get her,8,,,,
2833,it just didnt,8,,,,
2834,there are plenty,8,,,,
2835,jess and sara,8,,,,
2836,all better than,8,,,,
2837,be the only,8,,,,
2838,you hope it,8,,,,
2839,laughs  its ,8,,,,
2840,will leave you,8,,,,
2841,it was never,8,,,,
2842,real life but,8,,,,
2843,and has a,8,,,,
2844,de film werd,8,,,,
2845,lot of money,8,,,,
2846,team up with,8,,,,
2847,we like and,8,,,,
2848,that scary and,8,,,,
2849,end the ending,8,,,,
2850,film bradley cooper,8,,,,
2851,it is somewhat,8,,,,
2852,i was constantly,8,,,,
2853,a few belly,8,,,,
2854,ending was a,8,,,,
2855,and a spooky,8,,,,
2856,shut up about,8,,,,
2857,and predictable a,8,valid,negative,,
2858,a comedy it,8,,,,
2859,as a film,8,,,,
2860,this thing and,8,,,,
2861,for the film,8,,,,
2862,times before and,8,,,,
2863,but the audience,8,valid,between,,
2864,film the story,8,,,,
2865,even though they,8,,,,
2866,of the ending,8,,,,
2867,done lauren cohan,8,,,,
2868,negative reviews this,8,,,,
2869,and on a,8,,,,
2870,are connected by,8,,,,
2871,that greta is,8,,,,
2872,one a little,8,,,,
2873,my brother and,8,,,,
2874,will be too,8,,,,
2875,to learn what,8,,,,
2876,during this movie,8,,,,
2877,was still a,8,,,,
2878,that being said,8,,,,
2879,love of food,8,,,,
2880,i will say,8,,,,
2881,trip to the,8,,,,
2882,you see this,8,,,,
2883,played by bradley,8,,,,
2884,like about this,8,,,,
2885,much of a,8,,,,
2886,it to the,8,,,,
2887,it truly is,8,,,,
2888,plot of the,8,,,,
2889,in this i,8,,,,
2890,i gave this,8,,,,
2891,of de niro,8,,,,
2892,bad movie  ,8,valid,negative,,
2893,to be it,8,,,,
2894,on the whole,8,,,,
2895,good as i,8,,,,
2896,who have so,8,,,,
2897,this is also,8,,,,
2898,but she is,8,,,,
2899,not scary at,8,,,,
2900,films of the,8,,,,
2901,cohan is a,8,,,,
2902,what you see,8,,,,
2903,actors were good,8,valid,positive,,
2904,bad and it,8,valid,negative,,
2905,home on the,8,,,,
2906,funny parts not,8,valid,negative,,
2907,story line was,8,,,,
2908,movie but its,8,,,,
2909,suicide into an,8,,,,
2910,the groundwork for,8,,,,
2911,as a bad,8,valid,negative,,
2912,table for the,8,,,,
2913,not only is,8,valid,negative,,
2914,surrounded by a,8,,,,
2915,the exception of,8,valid,between,,
2916,that you cant,8,,,,
2917,sense of a,8,,,,
2918,of the great,8,,,,
2919,excuse for a,8,,,,
2920,named aiden taylor,8,,,,
2921,movie shame on,8,,,,
2922,movie is at,8,,,,
2923,here and i,8,,,,
2924,i give it,8,,,,
2925,anders horrible bosses,8,,,,
2926,the two lead,8,,,,
2927,it has some,8,,,,
2928,cast but they,8,,,,
2929,de niro actually,8,,,,
2930,and was a,8,,,,
2931,horror thriller that,8,,,,
2932,movie to be,8,,,,
2933,just seemed like,8,,,,
2934,is solid in,8,,,,
2935,way it was,8,,,,
2936,for the kids,8,,,,
2937,a young montana,8,,,,
2938,be much better,8,valid,between,,
2939,too young to,8,,,,
2940,just like it,8,,,,
2941,dirty grandpa a,8,,,,
2942,his grandson jason,8,,,,
2943,animated film of,8,,,,
2944,so you can,8,,,,
2945,by steven knight,8,,,,
2946,might have been,8,,,,
2947,and the director,8,,,,
2948,was way to,8,,,,
2949,it wasnt all,8,,,,
2950,this in theaters,8,,,,
2951,this one to,8,,,,
2952,it to come,8,,,,
2953,omar sy and,8,,,,
2954,probably better than,8,valid,between,,
2955,do not see,8,,,,
2956,and there is,8,,,,
2957,will ferrells character,8,,,,
2958,i mean a,8,,,,
2959,a second helping,8,,,,
2960,where the film,8,,,,
2961,hes just an,8,,,,
2962,to be released,8,,,,
2963,year after the,8,,,,
2964,and her twin,8,,,,
2965,is going on,8,,,,
2966,there isnt a,8,,,,
2967,food and you,8,,,,
2968,new  daddys hom,8,,,,
2969,as scary as,8,,,,
2970,its not just,8,,,,
2971,to reach the,8,,,,
2972,is his usual,8,,,,
2973,suffered from a,8,valid,negative,,
2974,provides enough laughs,8,valid,between,,
2975,her two kids,8,,,,
2976,movie in a,8,,,,
2977,this could have,8,,,,
2978,wahlberg in the,8,,,,
2979,about dirty grandpa,8,,,,
2980,the film you,8,,,,
2981,bradley cooper who,8,,,,
2982,her the movie,8,,,,
2983,film i would,8,,,,
2984,about the forest,8,,,,
2985,to as a,8,,,,
2986,as this one,8,,,,
2987,that also makes,8,,,,
